latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
43.600006,-79.6,NaN,-14400,America/Toronto,EDT

time,pm10 (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³)
2023-06-05T15:00,84.8,59.4,290.0,13.4,10.4
2023-06-05T16:00,87.1,61.0,300.0,13.7,10.7
2023-06-05T17:00,86.1,60.3,314.0,16.7,10.6
2023-06-05T18:00,83.4,58.3,325.0,22.9,10.1
2023-06-05T19:00,79.9,55.9,337.0,31.4,9.3
2023-06-05T20:00,105.0,73.3,555.0,72.7,10.9
2023-06-05T21:00,103.1,72.2,514.0,69.4,9.5
2023-06-05T22:00,88.7,62.2,456.0,64.5,7.5
2023-06-05T23:00,77.3,54.1,384.0,54.8,5.3
2023-06-06T00:00,73.1,51.2,347.0,43.2,4.5
2023-06-06T01:00,70.5,49.4,316.0,28.9,4.0
2023-06-06T02:00,64.5,45.2,279.0,13.6,3.5
2023-06-06T03:00,56.1,39.2,252.0,7.9,3.1
2023-06-06T04:00,48.2,33.6,228.0,5.3,2.7
2023-06-06T05:00,42.3,29.5,203.0,3.9,2.4
2023-06-06T06:00,38.0,26.5,191.0,4.3,2.2
2023-06-06T07:00,34.2,23.9,183.0,6.1,2.2
2023-06-06T08:00,31.9,22.3,191.0,7.9,2.4
2023-06-06T09:00,29.1,20.3,193.0,7.6,2.5
2023-06-06T10:00,27.9,19.5,195.0,7.3,2.7
2023-06-06T11:00,30.3,21.1,204.0,7.0,3.1
2023-06-06T12:00,35.9,25.0,213.0,7.2,3.7
2023-06-06T13:00,41.2,28.8,224.0,7.5,4.6
2023-06-06T14:00,45.5,31.8,255.0,8.0,5.4
2023-06-06T15:00,49.5,34.6,302.0,8.1,5.6
2023-06-06T16:00,54.1,37.8,362.0,8.1,5.6
2023-06-06T17:00,58.8,41.1,424.0,9.3,5.4
2023-06-06T18:00,61.7,43.2,442.0,12.2,5.0
2023-06-06T19:00,60.8,42.5,444.0,16.2,4.4
2023-06-06T20:00,74.0,51.8,458.0,20.2,3.9
2023-06-06T21:00,66.6,46.6,435.0,21.2,3.8
2023-06-06T22:00,56.2,39.2,401.0,22.5,3.7
2023-06-06T23:00,44.0,30.9,351.0,22.4,3.4
2023-06-07T00:00,32.6,22.8,308.0,19.3,3.1
2023-06-07T01:00,23.7,16.6,262.0,14.7,2.8
2023-06-07T02:00,18.1,12.6,213.0,9.4,2.5
2023-06-07T03:00,15.4,10.8,195.0,7.2,2.4
2023-06-07T04:00,14.8,10.3,188.0,5.8,2.3
2023-06-07T05:00,15.1,10.6,186.0,5.1,2.2
2023-06-07T06:00,15.8,11.1,187.0,6.0,2.2
2023-06-07T07:00,16.6,11.6,192.0,7.9,2.2
2023-06-07T08:00,29.8,20.9,221.0,12.9,2.7
2023-06-07T09:00,30.7,21.5,226.0,11.5,2.9
2023-06-07T10:00,36.9,25.8,232.0,9.6,3.1
2023-06-07T11:00,41.8,29.3,246.0,7.5,3.5
2023-06-07T12:00,43.9,30.7,263.0,6.9,3.9
2023-06-07T13:00,48.8,34.1,283.0,6.7,4.3
2023-06-07T14:00,54.8,38.4,304.0,6.9,4.8
2023-06-07T15:00,58.3,40.9,313.0,7.2,5.1
2023-06-07T16:00,57.0,39.9,318.0,7.8,5.3
2023-06-07T17:00,51.6,36.1,311.0,9.5,5.3
2023-06-07T18:00,43.3,30.3,287.0,12.2,4.7
2023-06-07T19:00,35.0,24.4,253.0,15.7,3.8
2023-06-07T20:00,26.6,18.6,199.0,19.0,2.9
2023-06-07T21:00,24.9,17.3,203.0,21.5,3.0
2023-06-07T22:00,24.7,17.2,209.0,24.9,3.2
2023-06-07T23:00,27.5,19.2,212.0,26.8,3.4
2023-06-08T00:00,35.2,24.5,208.0,23.9,3.6
2023-06-08T01:00,67.3,47.0,201.0,18.8,3.7
2023-06-08T02:00,68.2,47.6,191.0,12.4,3.8
2023-06-08T03:00,62.4,43.7,184.0,9.1,3.7
2023-06-08T04:00,60.1,41.9,178.0,6.2,3.4
2023-06-08T05:00,62.4,43.5,175.0,4.2,3.2
2023-06-08T06:00,70.1,49.0,180.0,4.9,3.2
2023-06-08T07:00,84.3,58.9,190.0,7.1,3.3
2023-06-08T08:00,83.4,58.3,213.0,16.5,3.2
2023-06-08T09:00,117.3,82.2,217.0,15.3,3.6
2023-06-08T10:00,175.6,122.9,223.0,13.6,4.1
2023-06-08T11:00,218.4,152.7,232.0,11.4,4.6
2023-06-08T12:00,216.1,150.9,238.0,9.5,4.5
2023-06-08T13:00,196.0,136.9,245.0,7.5,4.2
2023-06-08T14:00,178.8,125.3,258.0,7.2,4.6
2023-06-08T15:00,167.6,117.3,275.0,10.2,6.4
2023-06-08T16:00,159.7,111.5,295.0,15.0,9.0
2023-06-08T17:00,151.3,105.9,315.0,21.8,11.0
2023-06-08T18:00,148.5,103.8,314.0,26.5,10.1
2023-06-08T19:00,143.4,100.1,305.0,31.3,8.0
2023-06-08T20:00,113.9,79.6,312.0,27.5,6.3
2023-06-08T21:00,106.4,74.5,343.0,34.9,6.1
2023-06-08T22:00,98.5,68.9,387.0,45.2,5.8
2023-06-08T23:00,83.8,58.7,421.0,52.7,5.2
2023-06-09T00:00,72.9,51.0,407.0,47.8,4.6
2023-06-09T01:00,65.2,45.5,373.0,37.5,3.9
2023-06-09T02:00,57.7,40.4,329.0,24.7,3.2
2023-06-09T03:00,52.0,36.4,307.0,18.6,2.9
2023-06-09T04:00,49.4,34.5,288.0,13.5,2.7
2023-06-09T05:00,48.3,33.8,269.0,9.5,2.5
2023-06-09T06:00,48.4,33.9,262.0,9.8,2.4
2023-06-09T07:00,50.2,35.0,259.0,12.3,2.5
2023-06-09T08:00,47.0,32.8,257.0,16.5,2.6
2023-06-09T09:00,49.9,34.9,256.0,15.5,2.8
2023-06-09T10:00,54.6,38.2,254.0,14.0,3.0
2023-06-09T11:00,56.2,39.3,250.0,11.9,3.4
2023-06-09T12:00,58.9,41.2,245.0,10.1,3.7
2023-06-09T13:00,61.5,42.8,240.0,8.2,4.1
2023-06-09T14:00,58.6,40.9,233.0,6.9,4.5
2023-06-09T15:00,55.3,38.6,228.0,6.9,4.7
2023-06-09T16:00,53.0,36.9,222.0,7.8,4.7
2023-06-09T17:00,44.4,31.0,223.0,12.1,4.8
2023-06-09T18:00,37.7,26.3,225.0,19.7,4.6
2023-06-09T19:00,34.9,24.4,231.0,29.8,4.4
2023-06-09T20:00,43.5,30.4,328.0,51.9,7.9
2023-06-09T21:00,50.6,35.4,376.0,53.0,8.1
2023-06-09T22:00,50.6,35.4,444.0,54.5,8.3
2023-06-09T23:00,46.6,32.5,512.0,55.9,8.6
2023-06-10T00:00,45.3,31.7,529.0,56.8,8.8
2023-06-10T01:00,44.6,31.1,529.0,57.5,9.0
2023-06-10T02:00,42.6,29.7,497.0,54.9,8.6
2023-06-10T03:00,35.9,25.0,433.0,47.6,7.2
2023-06-10T04:00,28.4,19.8,345.0,37.4,5.3
2023-06-10T05:00,23.9,16.6,252.0,26.0,3.3
2023-06-10T06:00,21.8,15.2,230.0,21.9,2.8
2023-06-10T07:00,20.8,14.5,229.0,19.9,2.8
2023-06-10T08:00,14.4,10.0,237.0,16.6,3.7
2023-06-10T09:00,15.7,10.9,235.0,15.4,4.2
2023-06-10T10:00,18.9,13.1,233.0,13.7,4.8
2023-06-10T11:00,23.2,16.2,226.0,11.1,5.2
2023-06-10T12:00,29.7,20.7,217.0,8.8,4.8
2023-06-10T13:00,33.3,23.2,206.0,6.3,4.0
2023-06-10T14:00,35.9,25.0,193.0,4.0,3.0
2023-06-10T15:00,35.9,25.1,183.0,2.1,2.5
2023-06-10T16:00,32.5,22.6,173.0,0.6,2.2
2023-06-10T17:00,27.9,19.5,180.0,5.0,2.2
2023-06-10T18:00,24.9,17.3,202.0,18.1,2.6
2023-06-10T19:00,23.4,16.4,236.0,36.5,3.4
2023-06-10T20:00,27.3,19.0,299.0,48.7,3.6
2023-06-10T21:00,32.6,22.8,330.0,51.7,3.9
2023-06-10T22:00,33.2,23.2,374.0,55.8,4.3
2023-06-10T23:00,28.0,19.6,409.0,59.0,4.8
2023-06-11T00:00,26.4,18.4,392.0,57.6,4.9
2023-06-11T01:00,27.9,19.6,354.0,54.2,5.0
2023-06-11T02:00,28.9,20.2,314.0,49.6,5.3
2023-06-11T03:00,30.0,21.0,309.0,46.7,5.8
2023-06-11T04:00,33.1,23.1,315.0,43.8,6.4
2023-06-11T05:00,39.1,27.4,331.0,42.0,7.5
2023-06-11T06:00,44.6,31.1,349.0,43.8,8.5
2023-06-11T07:00,46.6,32.6,373.0,47.3,9.6
2023-06-11T08:00,29.2,20.4,364.0,33.9,5.8
2023-06-11T09:00,32.4,22.6,359.0,36.1,6.0
2023-06-11T10:00,39.9,27.9,352.0,39.3,6.3
2023-06-11T11:00,42.5,29.7,349.0,43.3,7.0
2023-06-11T12:00,51.7,36.2,358.0,45.5,8.0
2023-06-11T13:00,65.0,45.4,372.0,47.5,9.3
2023-06-11T14:00,72.6,50.8,385.0,50.0,10.7
2023-06-11T15:00,77.1,53.9,384.0,51.7,11.3
2023-06-11T16:00,77.8,54.4,378.0,53.2,11.8
2023-06-11T17:00,74.5,52.0,372.0,56.3,11.5
2023-06-11T18:00,68.9,48.3,374.0,61.8,10.3
2023-06-11T19:00,63.8,44.6,379.0,68.6,8.4
2023-06-11T20:00,85.9,60.1,475.0,98.1,11.0
2023-06-11T21:00,69.2,48.3,442.0,83.5,9.8
2023-06-11T22:00,57.4,40.2,396.0,62.6,8.1
2023-06-11T23:00,50.1,35.0,337.0,38.0,6.2
2023-06-12T00:00,46.4,32.5,302.0,26.6,5.4
2023-06-12T01:00,44.4,31.0,271.0,18.1,4.9
2023-06-12T02:00,42.0,29.4,239.0,10.0,4.3
2023-06-12T03:00,39.1,27.4,225.0,6.0,3.7
2023-06-12T04:00,36.3,25.4,218.0,4.0,3.1
2023-06-12T05:00,34.6,24.2,217.0,3.8,2.6
2023-06-12T06:00,35.6,24.9,223.0,5.1,2.5
2023-06-12T07:00,37.3,26.0,234.0,8.0,2.6
2023-06-12T08:00,39.1,27.4,254.0,15.3,2.9
2023-06-12T09:00,40.7,28.5,289.0,25.6,3.1
2023-06-12T10:00,44.8,31.3,337.0,40.2,3.3
2023-06-12T11:00,30.9,21.6,384.0,53.5,3.9
2023-06-12T12:00,39.3,27.6,387.0,52.9,4.8
2023-06-12T13:00,50.3,35.2,374.0,47.1,5.9
2023-06-12T14:00,59.3,41.4,351.0,38.8,7.0
2023-06-12T15:00,50.6,35.5,337.0,34.9,7.1
2023-06-12T16:00,38.5,27.0,320.0,31.2,6.9
2023-06-12T17:00,25.0,17.5,294.0,25.7,6.1
2023-06-12T18:00,15.9,11.1,266.0,20.2,4.9
2023-06-12T19:00,13.4,9.4,234.0,14.1,3.2
2023-06-12T20:00,13.2,9.3,212.0,14.5,2.0
2023-06-12T21:00,11.1,7.8,205.0,13.2,2.0
2023-06-12T22:00,10.0,7.0,196.0,11.3,2.0
2023-06-12T23:00,9.8,6.8,184.0,9.1,2.0
2023-06-13T00:00,10.7,7.5,178.0,8.1,2.0
2023-06-13T01:00,13.2,9.3,173.0,7.4,2.1
2023-06-13T02:00,17.2,12.0,168.0,6.6,2.2
2023-06-13T03:00,21.8,15.3,166.0,6.0,2.4
2023-06-13T04:00,25.4,17.7,166.0,5.5,2.6
2023-06-13T05:00,27.0,18.8,168.0,5.5,3.0
2023-06-13T06:00,27.4,19.0,173.0,6.5,3.7
2023-06-13T07:00,27.1,18.9,180.0,7.9,4.5
2023-06-13T08:00,27.2,19.0,187.0,9.2,5.1
2023-06-13T09:00,26.2,18.2,184.0,8.7,4.9
2023-06-13T10:00,25.4,17.6,180.0,7.9,4.5
2023-06-13T11:00,25.4,17.6,175.0,6.9,4.1
2023-06-13T12:00,26.8,18.6,173.0,6.1,3.9
2023-06-13T13:00,29.0,20.1,171.0,5.2,3.7
2023-06-13T14:00,29.5,20.5,171.0,4.8,3.6
2023-06-13T15:00,29.4,20.4,171.0,5.2,3.6
2023-06-13T16:00,32.0,22.2,172.0,6.0,3.6
2023-06-13T17:00,36.7,25.5,177.0,8.3,3.7
2023-06-13T18:00,34.9,24.3,184.0,11.3,3.9
2023-06-13T19:00,34.0,23.6,193.0,15.1,4.2
2023-06-13T20:00,38.0,26.4,217.0,22.5,5.3
2023-06-13T21:00,35.9,25.0,230.0,25.8,5.3
2023-06-13T22:00,32.7,22.8,249.0,30.4,5.4
2023-06-13T23:00,29.9,20.9,268.0,34.6,5.5
2023-06-14T00:00,28.2,19.7,271.0,34.9,5.6
2023-06-14T01:00,26.6,18.6,269.0,33.6,5.7
2023-06-14T02:00,26.7,18.7,262.0,30.3,5.7
2023-06-14T03:00,26.4,18.5,254.0,26.0,5.5
2023-06-14T04:00,25.8,18.0,243.0,20.5,5.2
2023-06-14T05:00,25.1,17.6,230.0,14.5,5.0
2023-06-14T06:00,24.3,17.1,224.0,12.4,5.1
2023-06-14T07:00,23.2,16.2,220.0,11.4,5.4
2023-06-14T08:00,22.3,15.6,207.0,8.7,3.9
2023-06-14T09:00,21.1,14.8,208.0,8.8,3.9
2023-06-14T10:00,21.0,14.7,209.0,8.8,3.8
2023-06-14T11:00,20.3,14.1,210.0,9.0,3.8
2023-06-14T12:00,21.4,15.0,211.0,9.3,3.9
2023-06-14T13:00,25.9,18.2,212.0,9.6,4.0
2023-06-14T14:00,33.8,23.6,212.0,9.7,4.1
2023-06-14T15:00,39.3,27.5,210.0,8.8,4.1
2023-06-14T16:00,33.6,23.6,208.0,7.4,4.0
2023-06-14T17:00,26.7,18.6,208.0,8.0,4.0
2023-06-14T18:00,24.3,17.0,214.0,11.9,4.0
2023-06-14T19:00,23.1,16.1,222.0,17.7,4.1
2023-06-14T20:00,39.8,27.9,244.0,28.4,4.6
2023-06-14T21:00,35.0,24.5,251.0,30.4,4.7
2023-06-14T22:00,29.6,20.7,261.0,33.1,4.8
2023-06-14T23:00,26.1,18.2,265.0,33.7,4.7
2023-06-15T00:00,23.5,16.4,253.0,29.5,4.4
2023-06-15T01:00,21.7,15.1,233.0,22.8,3.9
2023-06-15T02:00,20.4,14.3,211.0,14.9,3.4
2023-06-15T03:00,20.2,14.1,202.0,11.3,3.2
2023-06-15T04:00,20.3,14.2,197.0,8.6,3.1
2023-06-15T05:00,20.5,14.3,196.0,7.1,3.1
2023-06-15T06:00,20.8,14.5,202.0,8.4,3.1
2023-06-15T07:00,20.9,14.6,214.0,11.4,3.2
2023-06-15T08:00,27.3,19.1,233.0,18.8,4.0
2023-06-15T09:00,30.9,21.5,233.0,17.6,4.5
2023-06-15T10:00,36.3,25.4,234.0,15.9,5.1
2023-06-15T11:00,40.6,28.4,233.0,13.7,5.6
2023-06-15T12:00,43.2,30.2,230.0,12.1,5.4
2023-06-15T13:00,44.5,31.1,226.0,10.5,5.0
2023-06-15T14:00,48.4,33.9,223.0,9.1,4.4
2023-06-15T15:00,49.2,34.3,222.0,7.9,3.9
2023-06-15T16:00,57.2,39.8,224.0,6.9,3.5
2023-06-15T17:00,47.7,33.3,238.0,10.5,3.2
2023-06-15T18:00,45.2,31.5,265.0,20.7,3.6
2023-06-15T19:00,45.4,31.7,301.0,34.9,4.3
2023-06-15T20:00,63.1,44.0,362.0,46.5,4.0
2023-06-15T21:00,62.2,43.5,404.0,49.2,4.4
2023-06-15T22:00,69.2,48.3,463.0,52.9,5.1
2023-06-15T23:00,71.7,50.2,508.0,55.7,5.6
2023-06-16T00:00,66.6,46.4,486.0,54.7,5.5
2023-06-16T01:00,60.3,42.1,435.0,52.0,5.2
2023-06-16T02:00,55.1,38.5,369.0,46.0,4.7
2023-06-16T03:00,51.3,35.9,337.0,38.5,4.4
2023-06-16T04:00,47.3,33.1,309.0,29.2,4.1
2023-06-16T05:00,43.2,30.3,280.0,18.8,3.7
2023-06-16T06:00,40.7,28.5,264.0,14.6,3.5
2023-06-16T07:00,39.2,27.4,254.0,12.2,3.3
2023-06-16T08:00,42.3,29.5,243.0,8.3,3.0
2023-06-16T09:00,39.8,27.8,252.0,9.4,3.4
2023-06-16T10:00,37.8,26.4,265.0,10.9,4.0
2023-06-16T11:00,39.1,27.3,280.0,12.0,4.5
2023-06-16T12:00,43.5,30.4,285.0,11.3,4.5
2023-06-16T13:00,50.1,34.9,287.0,9.9,4.3
2023-06-16T14:00,56.8,39.7,291.0,8.4,4.1
2023-06-16T15:00,60.5,42.1,295.0,7.8,4.1
2023-06-16T16:00,62.2,43.3,300.0,7.5,4.2
2023-06-16T17:00,61.2,42.6,311.0,9.0,4.2
2023-06-16T18:00,61.0,42.5,329.0,13.1,4.0
2023-06-16T19:00,63.3,44.0,351.0,18.8,3.8
2023-06-16T20:00,88.2,61.5,373.0,31.0,6.0
2023-06-16T21:00,88.7,61.7,373.0,29.0,5.3
2023-06-16T22:00,87.3,60.8,372.0,26.2,4.4
2023-06-16T23:00,83.8,58.3,362.0,21.9,3.4
2023-06-17T00:00,77.3,53.7,342.0,18.1,3.1
2023-06-17T01:00,70.3,48.9,316.0,13.9,3.0
2023-06-17T02:00,64.3,44.7,285.0,9.4,2.9
2023-06-17T03:00,58.9,41.0,271.0,7.2,2.8
2023-06-17T04:00,54.2,37.7,260.0,5.7,2.8
2023-06-17T05:00,50.2,34.9,254.0,5.5,2.8
2023-06-17T06:00,46.7,32.5,259.0,7.8,2.8
2023-06-17T07:00,43.8,30.4,271.0,11.6,2.7
2023-06-17T08:00,39.7,27.6,280.0,15.7,3.1
2023-06-17T09:00,37.5,26.0,269.0,14.2,3.3
2023-06-17T10:00,34.0,23.6,253.0,12.0,3.5
2023-06-17T11:00,33.1,22.9,232.0,9.2,3.5
2023-06-17T12:00,33.5,23.3,218.0,7.3,3.1
2023-06-17T13:00,31.5,21.9,205.0,5.5,2.5
2023-06-17T14:00,30.3,21.0,191.0,3.9,1.9
2023-06-17T15:00,27.1,18.9,185.0,3.1,1.7
2023-06-17T16:00,23.5,16.4,181.0,2.8,1.5
2023-06-17T17:00,20.9,14.5,183.0,5.2,1.6
2023-06-17T18:00,19.7,13.6,193.0,11.1,1.9
2023-06-17T19:00,19.8,13.8,208.0,19.3,2.3
2023-06-17T20:00,20.8,14.5,221.0,29.3,3.0
2023-06-17T21:00,18.9,13.1,223.0,28.7,3.1
2023-06-17T22:00,17.9,12.5,226.0,27.8,3.2
2023-06-17T23:00,18.5,12.8,226.0,25.6,3.3
2023-06-18T00:00,19.9,13.8,220.0,22.6,3.2
2023-06-18T01:00,21.2,14.6,211.0,18.8,3.1
2023-06-18T02:00,22.2,15.4,202.0,14.4,2.9
2023-06-18T03:00,23.1,15.9,199.0,11.9,2.9
2023-06-18T04:00,23.6,16.4,197.0,10.0,2.8
2023-06-18T05:00,24.0,16.6,202.0,9.3,2.9
2023-06-18T06:00,24.1,16.8,214.0,11.5,2.9
2023-06-18T07:00,24.3,16.9,231.0,15.3,2.9
2023-06-18T08:00,28.0,19.5,282.0,21.3,3.7
2023-06-18T09:00,30.4,21.1,291.0,21.9,4.8
2023-06-18T10:00,33.2,23.1,304.0,22.6,6.4
2023-06-18T11:00,40.5,28.2,319.0,22.1,8.1
2023-06-18T12:00,53.0,36.9,324.0,19.2,8.7
2023-06-18T13:00,65.9,46.0,327.0,15.1,8.9
2023-06-18T14:00,75.4,52.7,329.0,10.5,8.8
2023-06-18T15:00,77.5,54.1,326.0,7.6,8.2
2023-06-18T16:00,74.3,51.9,322.0,5.1,7.3
2023-06-18T17:00,70.1,49.0,330.0,8.2,6.6
2023-06-18T18:00,68.7,48.0,352.0,18.8,6.7
2023-06-18T19:00,71.5,49.9,384.0,34.3,7.2
2023-06-18T20:00,63.1,44.1,428.0,48.6,8.9
2023-06-18T21:00,62.4,43.5,451.0,54.8,9.4
2023-06-18T22:00,60.3,42.1,484.0,63.5,10.1
2023-06-18T23:00,60.5,42.4,523.0,72.7,11.1
2023-06-19T00:00,63.1,44.1,545.0,75.5,12.1
2023-06-19T01:00,66.1,46.2,565.0,76.2,13.1
2023-06-19T02:00,68.7,48.1,574.0,74.7,14.0
2023-06-19T03:00,70.3,49.1,561.0,71.8,13.9
2023-06-19T04:00,70.1,49.0,536.0,67.3,13.4
2023-06-19T05:00,66.8,46.7,502.0,59.5,12.5
2023-06-19T06:00,61.2,42.8,483.0,51.8,11.5
2023-06-19T07:00,53.8,37.6,465.0,42.7,10.3
2023-06-19T08:00,22.8,15.9,353.0,26.0,6.1
2023-06-19T09:00,15.5,10.9,337.0,24.1,6.4
2023-06-19T10:00,15.7,10.9,315.0,21.4,6.9
2023-06-19T11:00,20.0,14.0,286.0,17.7,7.3
2023-06-19T12:00,25.6,17.9,269.0,14.8,7.2
2023-06-19T13:00,30.7,21.5,254.0,11.7,6.8
2023-06-19T14:00,32.8,22.9,235.0,9.3,6.4
2023-06-19T15:00,33.1,23.1,220.0,8.9,6.2
2023-06-19T16:00,31.9,22.3,205.0,9.6,6.0
2023-06-19T17:00,29.9,20.9,199.0,14.1,5.8
2023-06-19T18:00,26.5,18.5,213.0,23.1,5.7
2023-06-19T19:00,23.9,16.8,237.0,35.2,5.6
2023-06-19T20:00,20.0,14.0,267.0,46.0,5.7
2023-06-19T21:00,17.8,12.4,268.0,43.9,5.4
2023-06-19T22:00,15.4,10.7,269.0,40.8,5.1
2023-06-19T23:00,14.4,10.0,264.0,35.4,4.6
2023-06-20T00:00,15.0,10.5,252.0,29.8,4.4
2023-06-20T01:00,16.1,11.2,234.0,23.2,4.2
2023-06-20T02:00,17.1,12.0,215.0,15.7,3.9
2023-06-20T03:00,17.9,12.5,206.0,11.7,3.7
2023-06-20T04:00,18.4,12.9,201.0,8.6,3.4
2023-06-20T05:00,18.6,13.0,199.0,6.7,3.2
2023-06-20T06:00,18.7,13.0,205.0,7.9,3.2
2023-06-20T07:00,18.5,12.9,215.0,10.9,3.2
2023-06-20T08:00,19.3,13.5,221.0,13.8,3.3
2023-06-20T09:00,18.7,13.1,220.0,13.6,3.7
2023-06-20T10:00,19.1,13.4,218.0,13.2,4.2
2023-06-20T11:00,21.4,15.0,216.0,12.4,4.9
2023-06-20T12:00,25.5,17.8,214.0,11.1,5.2
2023-06-20T13:00,29.7,20.8,212.0,9.5,5.5
2023-06-20T14:00,32.7,22.9,211.0,8.3,5.7
2023-06-20T15:00,33.9,23.7,213.0,8.1,5.8
2023-06-20T16:00,34.1,23.9,216.0,8.5,5.7
2023-06-20T17:00,33.9,23.6,226.0,12.7,5.7
2023-06-20T18:00,32.4,22.6,240.0,21.1,5.7
2023-06-20T19:00,31.0,21.6,258.0,32.4,5.7
2023-06-20T20:00,10.7,7.5,295.0,48.4,6.1
2023-06-20T21:00,11.2,7.9,307.0,51.8,6.2
2023-06-20T22:00,11.2,7.9,325.0,56.6,6.3
2023-06-20T23:00,11.2,7.8,337.0,59.3,6.3
2023-06-21T00:00,11.6,8.1,329.0,55.7,6.2
2023-06-21T01:00,12.3,8.6,313.0,49.1,6.1
2023-06-21T02:00,13.5,9.4,291.0,39.8,5.9
2023-06-21T03:00,15.5,10.8,278.0,33.1,5.7
2023-06-21T04:00,18.2,12.7,266.0,26.1,5.4
2023-06-21T05:00,21.1,14.7,258.0,19.5,5.1
2023-06-21T06:00,23.6,16.5,263.0,18.5,4.8
2023-06-21T07:00,25.2,17.6,273.0,19.6,4.6
2023-06-21T08:00,13.3,9.3,310.0,24.0,5.8
2023-06-21T09:00,14.8,10.3,307.0,23.3,6.6
2023-06-21T10:00,18.7,13.1,302.0,22.3,7.7
2023-06-21T11:00,25.4,17.8,297.0,20.4,8.9
2023-06-21T12:00,32.5,22.7,295.0,18.0,9.2
2023-06-21T13:00,38.5,26.9,294.0,15.2,9.3
2023-06-21T14:00,42.3,29.6,295.0,12.6,9.1
2023-06-21T15:00,43.2,30.2,299.0,11.7,8.8
2023-06-21T16:00,43.0,29.9,305.0,11.6,8.4
2023-06-21T17:00,41.7,29.0,317.0,15.3,7.8
2023-06-21T18:00,41.3,28.8,332.0,23.5,7.4
2023-06-21T19:00,41.8,29.1,351.0,34.9,7.0
2023-06-21T20:00,77.5,54.1,420.0,36.6,15.3
2023-06-21T21:00,67.8,47.3,398.0,33.5,13.4
2023-06-21T22:00,60.5,42.3,365.0,29.0,10.6
2023-06-21T23:00,55.2,38.5,330.0,24.1,7.7
2023-06-22T00:00,52.0,36.3,318.0,22.5,6.9
2023-06-22T01:00,50.1,34.9,313.0,21.9,6.8
2023-06-22T02:00,47.7,33.3,307.0,21.1,6.8
2023-06-22T03:00,45.2,31.5,300.0,20.0,6.7
2023-06-22T04:00,43.8,30.5,292.0,18.9,6.7
